PAUSED	暂停	menu_paused
Gives a projectile the power to knock back the foes it hits	投射物命中的敌人将被击退	actiondesc_knockback
Recoil	后座力	action_recoil
Increases the recoil when casting spells	提高施放法术时的后座力	actiondesc_recoil
Recoil Damper	后座阻尼器	action_recoil_damper
Reduces the recoil when casting spells	降低施放法术时的后座力	actiondesc_recoil_damper
Speed Up	加速	action_speed
Increases the speed at which a projectile flies through the air	加快投射物的飞行速度	actiondesc_speed
Draw blood	抽血	action_gore
Makes foes spill more blood when hit with a projectile	敌人被投射物击中时溅洒更多血液	actiondesc_gore
Makes a projectile more destructive to the environment	令投射物对环境更具破坏性	actiondesc_explosive_projectile
Water to poison	化水为毒	action_water_to_poison
Makes any water within a projectile's range turns into poison	投射物范围内的所有水体变为毒液	actiondesc_water_to_poison
Blood to acid	溶血为酸	action_blood_to_acid
Makes any blood within a projectile's range turns into acid	投射物范围内的所有血液变为酸液	actiondesc_blood_to_acid
Lava to blood	熔岩化血	action_lava_to_blood
Makes any lava within a projectile's range turn into blood	投射物范围内的所有岩浆变为血液	actiondesc_lava_to_blood
Necromancy	死灵之术	action_necromancy
Makes corpses of creatures killed by a projectile rise to your aid	复活被投射物杀死的生物尸体，让它们为你所用	actiondesc_necromancy
A powerful explosion	炽烈的爆炸	actiondesc_explosion
Explosion of brimstone	硫磺爆炸	action_fire_blast
A fiery explosion	炽烈的爆炸	actiondesc_fire_blast
Explosion of poison	毒素爆炸	action_poison_blast
An alchemical explosion	化学性的爆炸	actiondesc_poison_blast
Explosion of spirits	烈酒爆炸	action_alcohol_blast
An inebriating explosion	令人酩酊大醉的爆炸	actiondesc_alcohol_blast
Explosion of thunder	雷霆爆炸	action_thunder_blast
An electric explosion	电气性质的爆炸	actiondesc_thunder_blast
Circle of persuasion	魅惑之环	action_charm_field
A field of charming magic	魅惑魔法的领域	actiondesc_charm_field
Circle of fervour	激情之环	action_berserk_field
A field of berserk magic	狂暴魔法的领域	actiondesc_berserk_field
Circle of transmogrification	变形之环	action_polymorph_field
A field of sheep-like magic	变羊魔法的领域	actiondesc_polymorph_field
Circle of unstable metamorphosis	混乱变形之环	action_chaos_polymorph_field
A field of transformative magic	混乱变形魔法的领域	actiondesc_chaos_polymorph_field
Circle of thunder	雷霆之环	action_electrocution_field
A field of electrifying magic	电击魔法的领域	actiondesc_electrocution_field
Circle of stillness	静止之环	action_freeze_field
A field of freezing magic	冻结魔法的领域	actiondesc_freeze_field
Circle of vigour	活力之环	action_regeneration_field
A field of regenerative magic	再生魔法的领域	actiondesc_regeneration_field
Circle of displacement	位移之环	action_teleportation_field
A field of teleportative magic	传送魔法的领域	actiondesc_teleportation_field
Circle of buoyancy	浮力之环	action_levitation_field
A field of levitative magic	飘浮魔法的领域	actiondesc_levitation_field
Circle of seeing	预示之环	action_telepathy_field
A field of clairvoyant magic	洞察魔法的领域	actiondesc_telepathy_field
Circle of shielding	保护之环	action_shield_field
A field of protective magic	屏障魔法的领域	actiondesc_shield_field
Sea of lava	岩浆之海	action_sea_lava
Summons a large body of lava below the caster	将施术者下方大片区域充满岩浆	actiondesc_sea_lava
Sea of oil	油脂之海	action_sea_oil
Summons a large body of oil below the caster	将施术者下方大片区域充满油	actiondesc_sea_oil
Sea of water	水之海	action_sea_water
Summons a large body of water below the caster	将施术者下方大片区域充满水	actiondesc_sea_water
Sea of acid	酸液之海	action_sea_acid
Summons a large body of acid below the caster	将施术者下方大片区域充满酸液	actiondesc_sea_acid
Sea of flammable gas	可燃气体之海	action_sea_acid_gas
Summons a large body of flammable gas below the caster	将施术者下方大片区域充满可燃气体	actiondesc_sea_acid_gas
Sea of alcohol	酒精之海	action_sea_alcohol
Summons a large body of tasty alcohol below the caster	将施术者下方大片区域充满美酒	actiondesc_sea_alcohol
Rain cloud	雨云	action_cloud_water
Creates a watery weather phenomenon	产生降水天气现象	actiondesc_cloud_water
Blood cloud	血云	action_cloud_blood
Creates a rain of blood	产生一阵血雨	actiondesc_cloud_blood
Acid cloud	酸云	action_cloud_acid
Creates an rain of acid	产生一阵酸液之雨	actiondesc_cloud_acid
Thundercloud	雷云	action_cloud_thunder
Creates a stormy cloud	产生一片雷云	actiondesc_cloud_thunder
Electric charge	电荷放射	action_electric_charge
Gives a projectile an electric charge, that it will release on impact	令投射物在击中时释放电荷放射	actiondesc_electric_charge
Matter eater	物质吞噬者	action_matter_eater
Makes a projectile eat the environment as it flies	令投射物吞噬飞行路线上的环境	actiondesc_matter_eater
Freeze charge	冰冻放射	action_freeze
Gives a projectile a frozen charge, that it will release on impact	令投射物在击中时散发冷冻放射	actiondesc_freeze
Critical on burning	燃烧时暴击	action_hitfx_burning_critical_hit
Makes a projectile always do a critical hit on burning enemies	令投射物击中燃烧敌人时100% 暴击	actiondesc_hitfx_burning_critical_hit
Critical on wet (water) enemies	潮湿（浸水）敌人暴击	action_hitfx_critical_water
Makes a projectile always do a critical hit on wet (water) enemies	令投射物击中潮湿（沾水）敌人时100% 暴击	actiondesc_hitfx_critical_water
Critical on oiled enemies	油污敌人暴击	action_hitfx_critical_oil
Makes a projectile always do a critical hit on oiled enemies	令投射物击中油污敌人时100% 暴击	actiondesc_hitfx_critical_oil
Critical on bloody enemies	染血敌人暴击	action_hitfx_critical_blood
Makes a projectile always do a critical hit on bloody enemies	令投射物击中染血敌人时100% 暴击	actiondesc_hitfx_critical_blood
Poltergeist	骚灵	action_hitfx_poltergeist
Gives a projectile the power to animate physical objects	赋予投射物令物理对象活动的力量	actiondesc_hitfx_poltergeist
Fireball thrower	火球投射	action_fireball_ray
Makes a projectile cast fireballs in random directions	令投射物在飞行中向随机方向发射火球	actiondesc_fireball_ray
Oil freeze	油污冻结	action_hitfx_oiled_freeze
Makes a projectile freeze enemies drenched in oil	令投射物击中敌人时，令敌人沾满油污并被冻结	actiondesc_hitfx_oiled_freeze
Alcohol shot	陶醉射击	action_alcohol_shot
Makes a projectile get the enemies it hits drunk	令投射物击中的敌人酩酊大醉	actiondesc_alcohol_shot
Freeze if wet	沾水冻结	action_freeze_if_wet_shooter
If caster is wet, makes a projectile freeze the enemies it hits	施术者潮湿状态下，投射物击中敌人将会令敌人冻结	actiondesc_freeze_if_wet_shooter
Blindness	致盲	action_blindness
I can't see!	我看不见了！	actiondesc_blindness
Teleportation	传送	action_teleportation
Spells cast alongside this will teleport enemies	随之施放的法术将可将敌人传送	actiondesc_teleportation
Telepathy	心灵感应	action_telepathy
Sense other beings through walls	透过墙壁感应其他存在	actiondesc_telepathy
Electric Arc	电弧	action_arc_electric
Fire Arc	火焰弧	action_arc_fire
Gunpowder Arc	火药弧	action_arc_gunpowder
Poison Arc	毒液弧	action_arc_poison
Polymorph charge	变形放射	action_polymorph
Baaaaa	咩~	actiondesc_polymorph
Berserk	狂暴	action_berserk
Target enters a state of wild fury, attacking anyone nearby and getting a 2x damage boost	目标进入狂怒状态，攻击附近的一切并获得 2x 伤害加成	actiondesc_berserk
Charm	魅惑	action_charm
Target becomes friendly to the caster	目标对施术者变得友好	actiondesc_charm
All-seeing eye	全知之眼	action_x_ray
See into the unexplored. But not everywhere...	窥视未曾探索区域，但并非毫无限制...	actiondesc_x_ray
X-ray modifier	透视修正	action_x_ray_modifier
Projectile lights the way in the darkness	投射物照亮黑暗中的路途	actiondesc_x_ray_modifier
Acid	酸液	action_acid
Projectiles turn into acid on collision	投射物碰撞时化为酸液	actiondesc_acid
Firecrackers	爆竹	action_unstable_gunpowder
Acid trail	酸液轨迹	action_acid_trail
Gives a projectile a trail of acid	令投射物留下酸液轨迹	actiondesc_acid_trail
Poison trail	毒素轨迹	action_poison_trail
Gives a projectile a trail of poison	令投射物留下毒素轨迹	actiondesc_poison_trail
Oil trail	油液轨迹	action_oil_trail
Gives a projectile a trail of oil	令投射物留下油液轨迹	actiondesc_oil_trail
Water trail	清水轨迹	action_water_trail
Gives a projectile a trail of water	令投射物留下清水轨迹	actiondesc_water_trail
Blood trail	血液轨迹	action_blood_trail
Gives a projectile a trail of blood	令投射物留下血液轨迹	actiondesc_blood_trail
Gunpowder trail	火药轨迹	action_gunpowder_trail
Gives a projectile a trail of gunpowder	令投射物留下火药轨迹	actiondesc_gunpowder_trail
Fire trail	火焰轨迹	action_fire_trail
Gives a projectile a trail of fiery particles	令投射物留下炽热粒子的轨迹	actiondesc_fire_trail
Burning trail	燃烧轨迹	action_burn_trail
Gives a projectile a tail of fire	令投射物留下火焰轨迹	actiondesc_burn_trail
Torch	火把	action_torch
Lights your wand right up!	让你的魔杖亮起来！	actiondesc_torch
Electric Torch	电子火把	action_torch_electric
Gives your wand a bright but very dangerous light!	为魔杖赋予明亮而极度危险的光！	actiondesc_torch_electric
Light	光	action_light
Makes a projectile illuminate its surroundings	令投射物照亮它们的周围	actiondesc_light
Energy shield	能量盾	action_energy_shield
Deflects incoming projectiles	偏斜射来的投射物	actiondesc_energy_shield
Energy shield sector	部分能量盾	action_energy_shield_sector
Deflects incoming projectiles	偏斜射来的投射物	actiondesc_energy_shield_sector
Duplicate	复制	action_duplicate_on_death
Projectile clones itself x2 on collision	投射物在撞击时将克隆 2 个自身	actiondesc_duplicate_on_death
Bee	蜜蜂	action_bee
Bee	蜜蜂	actiondesc_bee
Duck	鸭子	action_duck
Duck!	鸭子！	actiondesc_duck
Sheep	绵羊	action_sheep
Sheep!	绵羊！	actiondesc_sheep
Misfire	哑火	action_misfire
Discard 1 spell	抛弃 1 个法术	actiondesc_misfire
Misfire (critical)	哑火（严重）	action_misfire_critical
Permanently destroy 1 spell	永久性破坏 1 个法术	actiondesc_misfire_critical
Generate random deck (5)	生成随机卡组 (5)	action_generate_random_deck_5
Current deck is replaced with a random deck of 5 cards	以 5 张卡牌组成的随机卡组替换当前卡组	actiondesc_generate_random_deck_5
DEBUG BULLET	测试弹	action_testbullet
A weak but enchanting sparkling projectile	弱小但带有迷人闪烁的投射物	actiondesc_testbullet
Spark bolt	火花弹	action_light_bullet
A weak but enchanting sparkling projectile	弱小但带有迷人闪烁的投射物	actiondesc_light_bullet
Burst of air	强气流	action_air_bullet
A brittle burst of air capable of greatly pushing objects	能够大幅推动物体的一道气流	actiondesc_air_bullet
Spark bolt with trigger	带有触发的火花弹	action_light_bullet_trigger
A spark bolt that casts another spell upon collision	在碰撞时施放另一法术的火花弹	actiondesc_light_bullet_trigger
Spark bolt with double trigger	带有双重触发的火花弹	action_light_bullet_trigger_2
A spark bolt that casts two new spells upon collision	在碰撞时施放两个全新法术的火花弹	actiondesc_light_bullet_trigger_2
Spark bolt with timer	带有定时的火花弹	action_light_bullet_timer
A spark bolt that casts another spell after a timer runs out	在定时结束后施放另一法术的火花弹	actiondesc_light_bullet_timer
Magic arrow	魔法箭	action_bullet
A handy magical arrow	好用的魔法箭	actiondesc_bullet
Magic arrow with trigger	带有触发的魔法箭	action_bullet_trigger
A magical arrow that casts another spell upon collision	在碰撞时施放另一法术的魔法箭	actiondesc_bullet_trigger
Magic arrow with timer	带有定时的魔法箭	action_bullet_timer
A magical arrow that casts another spell after a timer runs out	在定时结束后施放另一法术的魔法箭	actiondesc_bullet_timer
Magic bolt	魔法弹	action_heavy_bullet
A powerful magical bolt	强力的魔法弹	actiondesc_heavy_bullet
Magic bolt with trigger	带有触发的魔法弹	action_heavy_bullet_trigger
A powerful magical bolt that casts another spell upon collision	在碰撞时施放另一法术的强力魔法弹	actiondesc_heavy_bullet_trigger
Magic bolt with timer	带有定时的魔法弹	action_heavy_bullet_timer
A powerful magical bolt that casts another spell after a timer runs out	在定时结束后施放另一法术的强力魔法弹	actiondesc_heavy_bullet_timer
Energy orb	能量球	action_slow_bullet
A slow but powerful orb of energy	缓慢而强大的能量球体	actiondesc_slow_bullet
Energy orb with a trigger	带有触发的能量球	action_slow_bullet_trigger
A slow but powerful orb of energy that casts another spell upon collision	缓慢而强大的能量球体，在碰撞时施放另一法术	actiondesc_slow_bullet_trigger
Energy orb with a timer	带有定时的能量球	action_slow_bullet_timer
Black hole	黑洞	action_black_hole
A slow orb of void that eats through all obstacles	缓慢的虚无球体，会吞噬沿路的一切障碍	actiondesc_black_hole
Giga black hole	巨大黑洞	action_black_hole_big
A growing orb of negative energy that destroys everything in its reach	不断增长的负能量球体，摧毁所及的一切	actiondesc_black_hole_big
Decoy	诱饵	action_decoy
Creates a decoy for distracting enemies	制作一个吸引敌人的诱饵	actiondesc_decoy
Decoy with trigger	带有触发的诱饵	action_decoy_trigger
Creates a decoy for distracting enemies that casts another spell after a timer runs out	制造一个吸引敌人的诱饵，在过去一段时间后施放另一法术	actiondesc_decoy_trigger
Spitter bolt	分裂弹	action_spitter
A short-lived magical bolt	寿命短暂的魔法弹丸	actiondesc_spitter
Spitter bolt with timer	带有定时的分裂弹	action_spitter_timer
A short-lived magical bolt that casts another spell after a timer runs out	在过去一段时间后施放另一法术的寿命短暂魔法弹	actiondesc_spitter_timer
